age,work-class,education-num,position,sex,capital-gain,capital-loss,hours-per-week,native-country,edu-workHours,edu-age,workHours-age,marital-status_ Divorced,marital-status_ Married-AF-spouse,marital-status_ Married-civ-spouse,marital-status_ Married-spouse-absent,marital-status_ Never-married,marital-status_ Separated,marital-status_ Widowed,relationship_ Husband,relationship_ Not-in-family,relationship_ Other-relative,relationship_ Own-child,relationship_ Unmarried,relationship_ Wife,race_ Amer-Indian-Eskimo,race_ Asian-Pac-Islander,race_ Black,race_ Other,race_ White
0.03954324124683684,0.3623395195365408,1.1275216538111918,-0.7642077560168458,0.6919142699753057,0.14720574422863275,-0.21938341464606329,-0.07798400078917662,0.1235592063568685,0.7957991391610104,0.8898912014957582,-0.04103030775784984,-0.4038847232367369,-0.0245982378831969,-0.9324115530964994,-0.11529030836813609,1.448187914300013,-0.1782468322090223,-0.16754506858506238,-0.8347239121237583,1.6877647781294365,-0.17403593772566564,-0.4151911669064822,-0.3427474713083421,-0.22444102212859857,-0.09787830927390027,-0.17866312078370192,-0.3230899821191801,-0.09214594850998549,0.4090898121074552
0.8764810917408351,0.5011612189671887,1.1275216538111918,1.5932712369979805,0.6919142699753057,-0.14594581726906108,-0.21938341464606329,-2.3431844873064405,0.1235592063568685,-0.8559676053896246,1.594743523320251,-1.2969459171754736,-0.4038847232367369,-0.0245982378831969,1.0724877836176978,-0.11529030836813609,-0.6905181227695535,-0.1782468322090223,-0.16754506858506238,1.1980009024250136,-0.5924996261080338,-0.17403593772566564,-0.4151911669064822,-0.3427474713083421,-0.22444102212859857,-0.09787830927390027,-0.17866312078370192,-0.3230899821191801,-0.09214594850998549,0.4090898121074552
-0.03654201788898118,-0.42915012362086347,-0.4457541632611129,-1.2167849390468823,0.6919142699753057,-0.14594581726906108,-0.21938341464606329,-0.07798400078917662,0.1235592063568685,-0.47841057830956496,-0.4420863168309998,-0.09623538949049264,2.4759540098124737,-0.0245982378831969,-0.9324115530964994,-0.11529030836813609,-0.6905181227695535,-0.1782468322090223,-0.16754506858506238,-0.8347239121237583,1.6877647781294365,-0.17403593772566564,-0.4151911669064822,-0.3427474713083421,-0.22444102212859857,-0.09787830927390027,-0.17866312078370192,-0.3230899821191801,-0.09214594850998549,0.4090898121074552
1.1047368691482893,-0.42915012362086347,-1.2323920717972652,-1.2167849390468823,0.6919142699753057,-0.14594581726906108,-0.21938341464606329,-0.07798400078917662,0.1235592063568685,-0.9417595664806833,-0.6244606938065679,0.7318408364991494,-0.4038847232367369,-0.0245982378831969,1.0724877836176978,-0.11529030836813609,-0.6905181227695535,-0.1782468322090223,-0.16754506858506238,1.1980009024250136,-0.5924996261080338,-0.17403593772566564,-0.4151911669064822,-0.3427474713083421,-0.22444102212859857,-0.09787830927390027,-0.17866312078370192,3.095112988155492,-0.09214594850998549,-2.444450999276734
-0.7973946092471614,-0.42915012362086347,1.1275216538111918,1.32376450001373,-1.4452657553018669,-0.14594581726906108,-0.21938341464606329,-0.07798400078917662,-0.3257517702883615,0.7957991391610104,0.18503887967126542,-0.6482862068169207,-0.4038847232367369,-0.0245982378831969,1.0724877836176978,-0.11529030836813609,-0.6905181227695535,-0.1782468322090223,-0.16754506858506238,-0.8347239121237583,-0.5924996261080338,-0.17403593772566564,-0.4151911669064822,-0.3427474713083421,4.4555134819651085,-0.09787830927390027,-0.17866312078370192,3.095112988155492,-0.09214594850998549,-2.444450999276734
-0.11262727702479922,-0.42915012362086347,1.520840608079268,1.5932712369979805,-1.4452657553018669,-0.14594581726906108,-0.21938341464606329,-0.07798400078917662,0.1235592063568685,1.1867498479303915,1.140513786071331,-0.15144047122313545,-0.4038847232367369,-0.0245982378831969,1.0724877836176978,-0.11529030836813609,-0.6905181227695535,-0.1782468322090223,-0.16754506858506238,-0.8347239121237583,-0.5924996261080338,-0.17403593772566564,-0.4151911669064822,-0.3427474713083421,4.4555134819651085,-0.09787830927390027,-0.17866312078370192,-0.3230899821191801,-0.09214594850998549,0.4090898121074552
0.8003958326050171,-0.42915012362086347,-2.0190299803334177,-1.3557901331798576,-1.4452657553018669,-0.14594581726906108,-0.21938341464606329,-2.091495544360078,-1.8373562184947667,-1.5064661458142337,-1.1446636984021592,-1.1120088933711203,-0.4038847232367369,-0.0245982378831969,-0.9324115530964994,8.673755965738918,-0.6905181227695535,-0.1782468322090223,-0.16754506858506238,-0.8347239121237583,1.6877647781294365,-0.17403593772566564,-0.4151911669064822,-0.3427474713083421,-0.22444102212859857,-0.09787830927390027,-0.17866312078370192,3.095112988155492,-0.09214594850998549,-2.444450999276734
1.0286516100124712,0.5011612189671887,-0.4457541632611129,1.5932712369979805,0.6919142699753057,-0.14594581726906108,-0.21938341464606329,0.34149757078809445,0.1235592063568685,-0.33180406252104705,-0.012122608950970315,1.0354687860286849,-0.4038847232367369,-0.0245982378831969,1.0724877836176978,-0.11529030836813609,-0.6905181227695535,-0.1782468322090223,-0.16754506858506238,1.1980009024250136,-0.5924996261080338,-0.17403593772566564,-0.4151911669064822,-0.3427474713083421,-0.22444102212859857,-0.09787830927390027,-0.17866312078370192,-0.3230899821191801,-0.09214594850998549,0.4090898121074552
-0.5691388318397074,-0.42915012362086347,1.520840608079268,1.32376450001373,-1.4452657553018669,1.753201649213699,-0.21938341464606329,0.7609791423653656,0.1235592063568685,1.8962529860674164,0.694625496417967,-0.05483157819101054,-0.4038847232367369,-0.0245982378831969,-0.9324115530964994,-0.11529030836813609,1.448187914300013,-0.1782468322090223,-0.16754506858506238,-0.8347239121237583,1.6877647781294365,-0.17403593772566564,-0.4151911669064822,-0.3427474713083421,-0.22444102212859857,-0.09787830927390027,-0.17866312078370192,-0.3230899821191801,-0.09214594850998549,0.4090898121074552
0.2677990186542909,-0.42915012362086347,1.1275216538111918,1.5932712369979805,0.6919142699753057,0.5522780950745722,-0.21938341464606329,-0.07798400078917662,0.1235592063568685,0.7957991391610104,1.082123652902438,0.12458493744007858,-0.4038847232367369,-0.0245982378831969,1.0724877836176978,-0.11529030836813609,-0.6905181227695535,-0.1782468322090223,-0.16754506858506238,1.1980009024250136,-0.5924996261080338,-0.17403593772566564,-0.4151911669064822,-0.3427474713083421,-0.22444102212859857,-0.09787830927390027,-0.17866312078370192,-0.3230899821191801,-0.09214594850998549,0.4090898121074552
